continent,country,OSMID,name,center_lat,center_lon,north,south,east,west
North_America,us,269860703,Illinois Wesleyan University,40.49252282,-88.99070503,40.4963339,40.4881775,-88.9867678,-88.9940476
North_America,us,27080296,Stevens Institute of Technology,40.74422449,-74.02520148,40.7479313,40.7417869,-74.0228554,-74.0282585
North_America,us,27127445,Pacific University,45.52231952,-123.1095093,45.524288,45.5197374,-123.1066594,-123.1119189
North_America,us,27185067,Southern Utah University,37.67455976,-113.0708503,37.6788335,37.6702922,-113.0640997,-113.079467
North_America,us,272957237,William Paterson University,40.9467734,-74.19770646,40.9534051,40.9404342,-74.1919135,-74.2019955
North_America,us,272957248,,40.94655688,-74.18498128,40.9468201,40.9462534,-74.1844532,-74.1853004
North_America,us,273378017,Eastern Nazarene College,42.27116998,-71.01117277,42.2731918,42.2701187,-71.0090307,-71.0130393
North_America,us,27340268,Institute for Advanced Study,40.33271145,-74.6669083,40.3357331,40.3289632,-74.6596877,-74.6718384
North_America,us,27414933,Loyola University,29.9359342,-90.12039417,29.938193,29.9329822,-90.1184056,-90.122447
North_America,us,27415231,Loyola University Broadway Campus,29.93682159,-90.12830238,29.9379728,29.9355413,-90.126988,-90.1291903
North_America,us,27523892,Roseman University of Health Sciences Summerlin Campus,36.12134652,-115.3216441,36.121948,36.1202119,-115.3204119,-115.3235108
North_America,us,276326924,University of Texas Rio Grande Valley,26.30800221,-98.17183228,26.3117757,26.3025209,-98.1668175,-98.1816753
North_America,us,277036491,John Carroll University,41.49020662,-81.52902352,41.4934868,41.4878098,-81.524192,-81.534412
North_America,us,277710041,William Jewell College,39.25086365,-94.41150928,39.2573931,39.2447905,-94.407553,-94.414893
North_America,us,277742503,Rutgers,40.49290129,-74.44535864,40.4933903,40.4925161,-74.444494,-74.4458512
North_America,us,278082419,Fairleigh Dickinson University,40.89795782,-74.0307058,40.9036766,40.8924163,-74.0255069,-74.0353337
North_America,us,278093239,Pace University,40.71115321,-74.00480736,40.7118154,40.7103968,-74.0040002,-74.0056125
North_America,us,27826763,Northeastern Illinois University,41.97796621,-87.71862709,41.9828904,41.9757345,-87.7160941,-87.7208307
North_America,us,27877384,Stockton University,39.48792057,-74.53518756,39.5054919,39.4745653,-74.517828,-74.560511
North_America,us,27892131,Tulane University,29.94056194,-90.11983167,29.948289,29.9342635,-90.1143296,-90.1238755
North_America,us,27897949,Desert Research Institute,36.11421867,-115.1482556,36.1145858,36.1137444,-115.1465339,-115.1505011
North_America,us,279425023,Florida Polytechnic University,28.14634626,-81.84691768,28.1530634,28.1424316,-81.8431145,-81.8538982
North_America,us,279496265,,39.72205476,-104.8974339,39.7225729,39.7214555,-104.8965511,-104.898124
North_America,us,279588585,Woodman Horticulture Farm,43.15136269,-70.9416316,43.1552014,43.1492603,-70.9382615,-70.9467896
North_America,us,279596102,Thompson Farm,43.110112,-70.95081739,43.1198273,43.1042139,-70.9432141,-70.9571282
North_America,us,279788715,Rutgers Biomedical and Health Sciences,40.74384503,-74.19019447,40.7451439,40.742197,-74.1877306,-74.1938338
North_America,us,280063945,Indiana University - Purdue University Columbus,39.25060666,-85.90231395,39.2539081,39.2483418,-85.8991701,-85.904145
North_America,us,280191740,John Brown University,36.19088532,-94.55918264,36.1958525,36.1866207,-94.5543848,-94.5637851
North_America,us,280669862,Johnson and Wales University - Denver Campus,39.74588162,-104.906738,39.7473732,39.7438507,-104.9035443,-104.9081601
North_America,us,282186715,Florida Institute of Technology,28.06426813,-80.62256228,28.0704279,28.0579075,-80.6198722,-80.6261209
North_America,us,282622303,University of Denver (DU),39.67816181,-104.9619019,39.685477,39.6711503,-104.9565097,-104.9664014
North_America,us,28292665,DePaul University (the Loop Campus),41.87791363,-87.62626925,41.8786521,41.8770433,-87.6252292,-87.6275052
North_America,us,283148825,Weber State University,41.19288133,-111.9428706,41.1976077,41.1863774,-111.930646,-111.9487527
North_America,us,28337037,Utah Valley University,40.27917698,-111.7122872,40.2847017,40.2740695,-111.704896,-111.7241929
North_America,us,28355561,Brigham Young University,40.25476076,-111.6496707,40.2660761,40.2443939,-111.6377178,-111.66158
North_America,us,284149601,University of Cincinnati Victory Parkway Campus,39.12171003,-84.48419965,39.122592,39.1206844,-84.4828035,-84.4852647
North_America,us,284833986,Law Enforcement Academy,30.54897542,-84.49619702,30.5524633,30.542551,-84.4846088,-84.5092852
North_America,us,285022926,Middle Tennessee State University,35.84876614,-86.36401847,35.8549702,35.8427613,-86.3503691,-86.3724121
North_America,us,285252074,Central Michigan University,43.5816123,-84.77480926,43.5971431,43.5698556,-84.7673339,-84.7831856
North_America,us,285364188,Cheyney University,39.93212261,-75.52908222,39.9372821,39.9291308,-75.524505,-75.5340458
North_America,us,28551484,"California State University, Chico",39.73050895,-121.8471898,39.7341845,39.725133,-121.8426517,-121.8566554
North_America,us,286207080,Texas Wesleyan University,32.73413725,-97.28001829,32.7358919,32.7308013,-97.2780745,-97.2821962
North_America,us,28640388,Rowan University,39.70838553,-75.11815057,39.715822,39.7049114,-75.1110256,-75.127584
North_America,us,28641097,SUNY College at Buffalo,42.93355256,-78.88363026,42.9371161,42.9300516,-78.8770769,-78.8900688
North_America,us,286667938,Saint Leo University,28.3386937,-82.25840259,28.3412067,28.3356905,-82.2514856,-82.2679375
North_America,us,28694495,,37.72583719,-122.4835499,37.7262131,37.7250374,-122.4828072,-122.4838788
North_America,us,28760740,,43.136665,-70.93205251,43.144803,43.1290949,-70.9266144,-70.9385259
North_America,us,287634451,Mayville State University,47.50465073,-97.32019343,47.5067377,47.5029087,-97.3153899,-97.325921
North_America,us,287892002,Aspen Center for Physics,39.19782908,-106.8285979,39.1985245,39.1970404,-106.8282232,-106.8296877
North_America,us,287996460,Adelphi University,40.71923311,-73.6517101,40.7227884,40.7168563,-73.6486618,-73.6552145
North_America,us,288498258,Rus and Peg Armstrong Sports Complex,41.06019018,-83.64329937,41.0613012,41.0586889,-83.641506,-83.6452067
North_America,us,28876911,Emory University,33.79403361,-84.32731369,33.8033912,33.7883075,-84.3210493,-84.3356566
North_America,us,28942586,Kutztown University of Pennsylvania,40.510388,-75.78288506,40.5169184,40.5027523,-75.7764471,-75.7908278
North_America,us,289560577,California Maritime Academy,38.06821227,-122.2310636,38.0738754,38.0656323,-122.2275722,-122.2342494
North_America,us,28965902,San Francisco State University,37.72384975,-122.4796257,37.729382,37.7197167,-122.4752235,-122.4849867
North_America,us,289679275,Claremont Graduate University,34.10391635,-117.7117922,34.1043883,34.1034333,-117.7114563,-117.7121353
North_America,us,289679862,Claremont Graduate University,34.10263299,-117.7141454,34.1069674,34.1006858,-117.7132419,-117.7148756
North_America,us,289680309,Claremont Graduate University,34.11030699,-117.7173071,34.1108607,34.1099274,-117.7150841,-117.7194812
North_America,us,289746593,Claremont Graduate University,34.1078863,-117.7253061,34.1081226,34.10765,-117.7250678,-117.7255443
North_America,us,290467779,California Polytechnic State University,35.3066332,-120.6667939,35.3200054,35.296004,-120.6493202,-120.6806641
North_America,us,29111188,California Institute of Technology,34.13700784,-118.1256024,34.1417388,34.1325662,-118.1213813,-118.1292944
North_America,us,29120886,Augsburg University,44.96621049,-93.24135955,44.9680103,44.9646088,-93.2362514,-93.2439918
North_America,us,292667834,University of Nebraska--Lincoln Innovation Campus,40.83491652,-96.69309147,40.83896,40.8294053,-96.6848833,-96.7001742
North_America,us,29268613,Stanford University,37.42952085,-122.1705879,37.4433992,37.4189865,-122.1520382,-122.1860658
North_America,us,293421956,Duquesne University,40.43819892,-79.99221886,40.438392,40.4379695,-79.9910274,-79.9932322
North_America,us,293422120,Duquesne University,40.43813087,-79.98975414,40.4383349,40.4378653,-79.9883975,-79.9909389
North_America,us,293422457,Duquesne University,40.43866138,-79.99436355,40.4388749,40.4383559,-79.9940233,-79.9946897
North_America,us,293490494,Valparaiso University,41.46318852,-87.04371966,41.4678117,41.45787,-87.0274772,-87.0556406
North_America,us,293940350,,39.74471428,-104.8376217,39.7487819,39.7404336,-104.8310579,-104.8446484
North_America,us,293940755,,39.75109463,-104.8337336,39.7520011,39.7506607,-104.8330272,-104.834134
North_America,us,295108562,Lincoln University,39.80600757,-75.92782729,39.8116436,39.801213,-75.9227801,-75.9365344
North_America,us,295153144,Texas State University,29.88867483,-97.9441012,29.892262,29.8844161,-97.9346717,-97.9554586
North_America,us,295523815,OSU Ohio Agricultural Research and Development Center,40.77614232,-81.91995895,40.784363,40.7690369,-81.9071547,-81.9324147
North_America,us,296324849,Georgetown University Law Center,38.89795126,-77.01292176,38.899074,38.8965165,-77.0122789,-77.0135788
North_America,us,296777351,Eastern Florida State College - Cocoa Campus,28.3827291,-80.76000031,28.3865201,28.3818693,-80.755117,-80.7635294
North_America,us,29694355,Bridgewater State University,41.98823841,-70.96188864,41.9930891,41.9835673,-70.9568821,-70.9680425
North_America,us,297307264,Azusa Pacific University,34.13065133,-117.8876148,34.1328202,34.1288539,-117.8859263,-117.8899677
North_America,us,297307419,Azusa Pacific University,34.13509737,-117.8973852,34.1365759,34.1335922,-117.8933075,-117.9007371
North_America,us,297355196,Widener University,39.86109345,-75.35762138,39.8641156,39.8574988,-75.3521654,-75.3607158
North_America,us,297458594,Florida State University Panama City,30.18950182,-85.7228195,30.1922692,30.1882129,-85.720808,-85.7254364
North_America,us,29747280,Westfield State University,42.13392089,-72.79728007,42.1392905,42.1286719,-72.7894948,-72.803961
North_America,us,29785117,Bard College at Simon's Rock,42.20666674,-73.37782206,42.2119353,42.2020533,-73.3648114,-73.3903431
North_America,us,29815899,Framingham State University,42.29803435,-71.43679505,42.3000506,42.295896,-71.4335563,-71.4406037
North_America,us,29819198,University of Massachusetts Lowell North Campus,42.65560483,-71.32462006,42.6583799,42.6519033,-71.321492,-71.3281443
North_America,us,29836959,University of Massachusetts Lowell South Campus,42.64141008,-71.33615174,42.6446165,42.6384774,-71.3321713,-71.3397136
North_America,us,29838467,Stonehill College,42.05833597,-71.08098894,42.0688969,42.0505563,-71.0712456,-71.0871195
North_America,us,29860425,Tufts Dental School,42.35048639,-71.06272819,42.3508584,42.3501173,-71.0621702,-71.0632887
North_America,us,29867709,Mount Ida Campus of UMass Amherst,42.29453353,-71.19155418,42.2976829,42.2905704,-71.1881412,-71.1967697
North_America,us,29908666,Elms College,42.14195165,-72.60079477,42.1433937,42.1406675,-72.5970687,-72.6029453
North_America,us,299748032,Grand Valley State University Pew Campus,42.9640589,-85.67862463,42.9661641,42.9595982,-85.6763084,-85.6823431
North_America,us,299887482,Gettysburg College,39.83656765,-77.23706432,39.843416,39.8322674,-77.230282,-77.2432854
North_America,us,300112125,Suffolk University,42.35775323,-71.06099143,42.3581298,42.3575007,-71.0606116,-71.0614216
North_America,us,300112126,Suffolk University,42.35879425,-71.06185104,42.3590826,42.3586172,-71.0615957,-71.0622103
North_America,us,300113111,Boston University Medical Campus,42.33589944,-71.07092059,42.3391839,42.3314685,-71.0656834,-71.0757237
North_America,us,300113129,Suffolk University,42.35491842,-71.06306817,42.3550524,42.3546949,-71.0627258,-71.0633522
North_America,us,300113658,Suffolk University,42.35432284,-71.06224512,42.3545984,42.3540979,-71.0618225,-71.0625133
North_America,us,300116663,Boston University Medical Campus,42.34056083,-71.06687076,42.3410394,42.3402226,-71.0659814,-71.0677235
North_America,us,300116987,Boston University Medical Campus,42.34019995,-71.06549607,42.3404209,42.3398459,-71.0646215,-71.0659998
North_America,us,300409283,Lenoir-Rhyne University,35.74141345,-81.32693059,35.7463317,35.7374329,-81.3216197,-81.3311715
North_America,us,300841763,Boston University,42.35210115,-71.11995145,42.3523819,42.35181,-71.1195614,-71.120484
North_America,us,30115535,Dillard University,29.99592455,-90.06512764,29.9998999,29.99239,-90.061818,-90.0687995
North_America,us,301210399,Northeastern University,42.3395433,-71.08781293,42.3432602,42.3346567,-71.0835642,-71.0936618
North_America,us,301341390,San José State University South Campus,37.32152946,-121.8675627,37.3241039,37.3181289,-121.8621902,-121.8718072
North_America,us,301398300,Carnegie Mellon University Silicon Valley,37.41008958,-122.0596739,37.4108755,37.4095515,-122.0586904,-122.0604982
North_America,us,301548804,Golden Gate University,37.78919535,-122.3989421,37.7896071,37.7887783,-122.3984224,-122.3994711
North_America,us,301554764,San Francisco Art Institute,37.80364841,-122.4171806,37.8042715,37.8032754,-122.4165986,-122.4177493
North_America,us,301557499,"University of California, Hastings College of the Law",37.78115205,-122.4162134,37.7815537,37.7807595,-122.41548,-122.4170407
North_America,us,30173121,Capital University,39.9557276,-82.93860021,39.9585308,39.95228,-82.9340565,-82.9414157
North_America,us,302051294,Northwood University - West Palm Beach Campus,26.7160566,-80.10637685,26.7173772,26.7127787,-80.1024837,-80.1105723
North_America,us,30278572,Miami University Hamilton,39.37883263,-84.56352853,39.3831111,39.3745014,-84.5588174,-84.5677521
North_America,us,303312076,Madonna University,42.38542622,-83.40499803,42.3874033,42.3822957,-83.402362,-83.4067299
North_America,us,304537998,Savannah State University,32.02262259,-81.05981921,32.0290125,32.0197333,-81.0536022,-81.0727943
North_America,us,304934500,Globe University,43.49870851,-96.78676617,43.4999961,43.498068,-96.786208,-96.7872245
North_America,us,305072242,University of New Mexico,35.08483562,-106.6216966,35.0911457,35.081111,-106.6132469,-106.6291979
North_America,us,306035649,,39.54704735,-119.8099192,39.5486415,39.5453765,-119.8080031,-119.8127103
North_America,us,30647419,Arcadia University,40.09115829,-75.16555743,40.0952947,40.0879678,-75.1620576,-75.1702094
North_America,us,306586237,The Environmental Resource Training Center,41.06700106,-83.60212549,41.0680966,41.0660019,-83.6011941,-83.6035036
North_America,us,30712295,St. Mary's University,29.45250239,-98.56406057,29.455786,29.4487345,-98.560137,-98.569004
North_America,us,307368818,Madonna University,42.38289238,-83.40132678,42.3832959,42.3824841,-83.4005812,-83.4020797
North_America,us,307457319,University of Houston at Sugar Land,29.57406758,-95.64981831,29.5798643,29.5662876,-95.6430604,-95.657377
North_America,us,307529938,Pikes Peak Community College Downtown Studio Campus,38.83521863,-104.8274485,38.835886,38.8347353,-104.8268369,-104.8277998
North_America,us,30788082,University of New England,43.68386796,-70.29527113,43.6854813,43.6816503,-70.2935941,-70.2982406
North_America,us,30788126,University of Southern Maine,43.661521,-70.27574045,43.6641697,43.6602471,-70.2717904,-70.2795225
North_America,us,30794008,Purdue University Fort Wayne,41.11750555,-85.10615479,41.1227841,41.1116075,-85.0995698,-85.1159667
North_America,us,30803038,University of Saint Francis,41.08666484,-85.17543931,41.0900532,41.0834999,-85.1692941,-85.1858938
North_America,us,30822791,Ball State University,40.2034849,-85.41188913,40.2039804,40.2029184,-85.4113405,-85.4124306
North_America,us,308472458,Heidelberg University,41.11510863,-83.16795337,41.1171562,41.1119567,-83.1626101,-83.1708653
North_America,us,308499982,Pace University Pleasantville Campus,41.12819182,-73.80760968,41.133107,41.1241294,-73.8028231,-73.8125043
North_America,us,308940334,Norwich University,44.13987134,-72.66055048,44.1433568,44.1348672,-72.6562641,-72.6665796
North_America,us,30894474,Southern Methodist University,32.84297955,-96.78062819,32.8473642,32.8366718,-96.7756507,-96.7869817
North_America,us,309238755,Lewis University,41.60384608,-88.07969562,41.6109454,41.5983267,-88.0741781,-88.0863113
North_America,us,309367096,Fairborn Digital Academy,39.83223171,-83.98764171,39.8331419,39.8313748,-83.9858426,-83.988324
North_America,us,309488498,St. John's College,38.98231179,-76.49259841,38.9846583,38.9802136,-76.4894682,-76.4957016
North_America,us,30987217,Augusta University - Summerville Campus,33.47518997,-82.02190056,33.4784174,33.4732684,-82.0180804,-82.026352
North_America,us,31030343,University of Maryland Baltimore County,39.25410035,-76.7135475,39.2625007,39.2423796,-76.7000783,-76.7201385
North_America,us,310878656,Hood College,39.42269416,-77.41850028,39.425873,39.4198694,-77.4158846,-77.4217965
North_America,us,31153354,Wilkes University,41.24482101,-75.88910831,41.2464007,41.2421453,-75.8859797,-75.8935686
North_America,us,311556549,Wheaton College,41.9677408,-71.18452797,41.9718135,41.9623592,-71.1770937,-71.1904391
North_America,us,311676444,Woods Hole Oceanographic Institution,41.53430953,-70.64796865,41.5367295,41.530654,-70.6432693,-70.6532854
North_America,us,311754679,Bridgewater State University,41.98772352,-70.97166799,41.989875,41.9854952,-70.9677771,-70.9753571
North_America,us,312525368,University of Rochester South Campus,43.1133929,-77.63284865,43.1157554,43.1058755,-77.6242644,-77.6422038
North_America,us,312538528,Ohio State University Lima,40.73760303,-84.02875144,40.7405191,40.7348633,-84.0229569,-84.0321148
North_America,us,31270748,Wake Forest University,36.13146613,-80.27495971,36.1397815,36.1272832,-80.2656973,-80.2838059
North_America,us,312833325,Montana State University,45.6649446,-111.065581,45.6712283,45.6566008,-111.0417493,-111.0952948
North_America,us,312958196,Lasell University,42.34135058,-71.24665534,42.3440039,42.3380567,-71.2411146,-71.2506094
North_America,us,314178051,Shorter University,34.26022854,-85.19190295,34.2641912,34.2545074,-85.1847305,-85.1996158
North_America,us,31426842,Oregon College of Art and Craft,45.51107646,-122.7616618,45.5124245,45.5098653,-122.7601888,-122.7632553
North_America,us,314623048,Los Angeles Valley College,34.17497536,-118.4178301,34.1793056,34.1722731,-118.4141183,-118.4223944
North_America,us,31523860,California Western School of Law,32.72212823,-117.1620808,32.7224902,32.7215803,-117.1612042,-117.1628779
North_America,us,316165803,Pima Community College Community Campus,32.22680712,-110.9856792,32.2271672,32.2264777,-110.9850809,-110.9860877
North_America,us,316613897,Ohio State University Mansfield,40.79897624,-82.57998425,40.8023901,40.7953825,-82.572396,-82.5862525
North_America,us,316708220,NMC University Center,44.73948904,-85.61911088,44.7407816,44.7381146,-85.6183689,-85.6203723
North_America,us,31675479,University of South Florida,28.0630972,-82.41459334,28.0690377,28.0545427,-82.401808,-82.4258585
North_America,us,316971576,Kendall College of Art and Design,42.96648526,-85.66828191,42.9672923,42.9654619,-85.6679806,-85.6689596
North_America,us,31730631,University of Connecticut Greater Hartford,41.78113371,-72.73917016,41.782886,41.7789787,-72.737088,-72.7420425
North_America,us,317415986,Grand Rapids Community College,42.9678807,-85.66563955,42.96885,42.9653754,-85.662731,-85.6673088
North_America,us,31756481,La Sierra University Campus,33.91169953,-117.5003538,33.9149762,33.9080532,-117.4937766,-117.5056133
North_America,us,317601134,Kent State University at Stark,40.86682232,-81.4353376,40.872609,40.862844,-81.4305009,-81.4421
North_America,us,317846262,College of the Southwest,32.77410671,-103.1883939,32.7765739,32.7722572,-103.1844298,-103.1945509
North_America,us,318033650,Langston University,35.945609,-97.26834067,35.9517415,35.9423697,-97.2559699,-97.2793637
North_America,us,31811863,University of Hawaii at Manoa,21.29814826,-157.8179324,21.3054471,21.2911433,-157.8109867,-157.8241825
North_America,us,318702509,Kent State University - Geauga Campus,41.48466132,-81.13931616,41.4859133,41.4827979,-81.1327291,-81.1450788
North_America,us,318726029,Emmaus Bible College,42.5089897,-90.70571669,42.5111644,42.5072539,-90.7043325,-90.7078244
North_America,us,319477122,Northwood University,43.6299725,-84.27760458,43.6347299,43.6263551,-84.2670071,-84.2902957
North_America,us,32025397,California State University Fullerton,33.88482069,-117.8852768,33.8888804,33.8777835,-117.8808466,-117.8899352
North_America,us,320455671,Northwestern Oklahoma State University,36.79620514,-98.66784527,36.7976157,36.7941366,-98.6661026,-98.6704316
North_America,us,32054444,Folsom Lake College,38.6622688,-121.1241799,38.6661234,38.6595096,-121.1210476,-121.1327479
North_America,us,321026731,Ohio University Lancaster Campus,39.73912437,-82.58563225,39.7407262,39.7369055,-82.5842218,-82.5888858
North_America,us,321071882,Davenport University,43.61311279,-84.1832943,43.614262,43.612244,-84.1824519,-84.1840735
North_America,us,321234060,San Joaquin Delta College,37.9969461,-121.3181564,38.0000514,37.9907248,-121.313536,-121.325045
North_America,us,32205302,Molloy College,40.6860264,-73.62782812,40.6882698,40.6841557,-73.6244238,-73.6302919
North_America,us,32223071,University Place,43.51745036,-112.052424,43.5202194,43.5163916,-112.0511648,-112.0544751
North_America,us,322665154,Montana State University - Billings,45.7972948,-108.5225718,45.7989722,45.795013,-108.516768,-108.5268139
North_America,us,322759289,Rocky Mountain College,45.79650123,-108.555199,45.7985251,45.7950347,-108.550579,-108.559046
North_America,us,323122399,Southwestern Adventist University,32.39742108,-97.32815918,32.4002275,32.3953027,-97.3243685,-97.3313974
North_America,us,323724260,Boston College,42.33610934,-71.1702012,42.3399629,42.3309199,-71.1625177,-71.1767134
North_America,us,32505422,Meredith College,35.79817535,-78.68921464,35.8029061,35.7937661,-78.6839375,-78.6938415
North_America,us,325331303,University of Mississippi Field Station,34.42974801,-89.38925376,34.4351013,34.4149914,-89.3811837,-89.4038817
North_America,us,326408134,University of Northern Colorado,40.40668637,-104.696845,40.4136589,40.3991861,-104.6910506,-104.7064083
North_America,us,327349652,Jackson Field,40.4083647,-104.6857381,40.4098135,40.4060739,-104.6841247,-104.68733
North_America,us,327349663,Arlington Park Apartments,40.40017058,-104.6938035,40.4010331,40.399305,-104.6929975,-104.6946068
North_America,us,32786539,Fayetteville State University,35.07411274,-78.89150208,35.0790522,35.0684171,-78.888856,-78.8974775
North_America,us,32853826,DePaul University,41.92424795,-87.64955258,41.9253655,41.9237168,-87.64883,-87.6498796
North_America,us,328562415,Wayne County Community College Northwest Campus,42.42096555,-83.2215992,42.4226581,42.4192672,-83.2194314,-83.223769
North_America,us,32894421,George Fox University,45.30331296,-122.9663958,45.3092159,45.3004496,-122.9626862,-122.9704958
North_America,us,329014187,Darla Moore School of Business,33.99452663,-81.0334669,33.9950178,33.9940355,-81.0327746,-81.0341592
North_America,us,32921011,,32.23567407,-110.9525191,32.2437473,32.2265373,-110.9440472,-110.959368
North_America,us,329315371,Yarbrough Tennis Center,32.61956998,-85.51449745,32.6212161,32.6178738,-85.5139248,-85.5162317
North_America,us,32945199,University of Mississippi,34.36476126,-89.54229202,34.3719588,34.357297,-89.528082,-89.562906
North_America,us,329623621,Tulsa Community College Northeast Campus,36.19338057,-95.93828156,36.1970446,36.1917022,-95.9336765,-95.9401577
North_America,us,330727957,Columbia International University,34.07613857,-81.07510297,34.0813334,34.0699935,-81.0699454,-81.0817995
North_America,us,330872732,The University of Chicago,41.7850884,-87.59350168,41.786016,41.78423,-87.5914862,-87.5962725
North_America,us,330872770,The University of Chicago,41.78465086,-87.59057144,41.786034,41.783426,-87.5894292,-87.5913939
North_America,us,331012814,University of Arkansas At Little Rock,34.72236153,-92.33938127,34.7314488,34.7132222,-92.3341839,-92.3420944
North_America,us,332541147,,32.32270104,-90.18006353,32.3266583,32.3176644,-90.1769537,-90.1821022
North_America,us,333297906,University of La Verne,34.09945899,-117.7707289,34.1025101,34.0972108,-117.7674011,-117.774863
North_America,us,333475304,The University of Texas at El Paso,31.77417093,-106.5054756,31.7880658,31.7633449,-106.4983253,-106.5118585
North_America,us,334205967,Miles Community College,46.40543753,-105.8262827,46.4073496,46.4036375,-105.824497,-105.8277852
North_America,us,334335820,West Texas A&M University,34.98493136,-101.9123627,34.9920907,34.9787919,-101.9061024,-101.9192479
North_America,us,334858988,Oklahoma Panhandle State University,36.59245524,-101.637248,36.5963639,36.5881814,-101.6347478,-101.645808
North_America,us,335072567,Georgia Southern University Armstrong Campus,31.97723789,-81.16258123,31.9828786,31.9734571,-81.1573197,-81.1680204
North_America,us,335244597,,39.98038904,-75.15566235,39.9847108,39.9769919,-75.1497452,-75.1603465
North_America,us,335753168,MSU Biomedical Research Center,42.97113747,-85.67137664,42.9719089,42.9705343,-85.6702477,-85.6721777
North_America,us,335853630,Temple University School of Podiatric Medicine,39.95476748,-75.1533638,39.9551657,39.954069,-75.1527269,-75.1542496
North_America,us,336695656,Drexel University College Of Medicine,39.95664688,-75.16462793,39.9570008,39.9564518,-75.1643685,-75.164992
North_America,us,336940795,Ohio State University Newark,40.06785452,-82.44592226,40.0722844,40.0615806,-82.441328,-82.4510373
North_America,us,337509448,George Mason University,38.83073991,-77.31166348,38.8385555,38.8240883,-77.2972191,-77.3301778
North_America,us,337509904,George Mason University - Arlington Campus,38.88496942,-77.10110342,38.8860117,38.8842301,-77.0998331,-77.1027862
North_America,us,33859507,American University,38.93783488,-77.08826318,38.9419267,38.9342318,-77.0846222,-77.0937922
North_America,us,338913278,Indiana University South Bend,41.6618876,-86.21790553,41.6622437,41.6616365,-86.2167422,-86.2188957
North_America,us,338914599,College of the Canyons - Valencia Campus,34.40483645,-118.5697645,34.4092443,34.3990998,-118.5665046,-118.5726039
North_America,us,338916182,Indiana Wesleyan University,40.51738419,-85.6626965,40.5227577,40.5101521,-85.6562811,-85.6702672
North_America,us,33905510,Colorado School of Mines,39.74915042,-105.2243499,39.7540247,39.7443652,-105.2168154,-105.2326448
North_America,us,33992941,St. John's University,40.62142764,-74.09126385,40.6225546,40.6200927,-74.0885497,-74.0937849
North_America,us,339946983,Winston Salem State University,36.08978096,-80.22578049,36.0931441,36.0862097,-80.2195846,-80.2309409
North_America,us,340549007,Bowling Green State University Research Enterprise Park,41.3765178,-83.61245555,41.3802433,41.374425,-83.610285,-83.615671
North_America,us,342026269,Louisiana State University Shreveport,32.42919805,-93.7025662,32.434363,32.425012,-93.6924483,-93.7097552
North_America,us,342124723,University of South Alabama,30.69664423,-88.18356615,30.7042733,30.6894724,-88.173811,-88.1973845
North_America,us,342397397,Macomb Community College Center Campus,42.62047415,-82.95905422,42.6274217,42.6165242,-82.9534529,-82.9629056
North_America,us,34324395,"University of California, San Francisco",37.76272031,-122.4585611,37.7648521,37.7605431,-122.4559334,-122.4618043
North_America,us,344114087,Southern Wesleyan University,34.72803629,-82.76380033,34.734279,34.723386,-82.7557756,-82.7715728
North_America,us,344307894,Colgate University,42.81582755,-75.54281642,42.8227713,42.8080967,-75.5297017,-75.5487804
North_America,us,344396207,University Village Complex,40.57767809,-105.1027966,40.5786989,40.5766494,-105.1007474,-105.1054385
North_America,us,345754052,University of Alabama in Huntsville,34.72471696,-86.64071743,34.734826,34.7164451,-86.6334574,-86.6484507
North_America,us,346932674,,41.38521411,-83.64577499,41.38556,41.3847204,-83.6451773,-83.6461418
North_America,us,346950703,University of Akron,41.07442748,-81.5135063,41.0826436,41.068788,-81.504417,-81.5204794
North_America,us,346973214,Delta State University,33.75717864,-90.75579474,33.7581566,33.75648,-90.7549289,-90.7561304
North_America,us,346976702,Troy University,31.80147489,-85.95662408,31.8089677,31.7954729,-85.949184,-85.9628363
North_America,us,347368393,Butler University,39.84057738,-86.17205446,39.8474692,39.834577,-86.1642242,-86.1785625
North_America,us,34751509,University of California Santa Cruz,36.95673185,-122.05855,36.9583832,36.9545794,-122.0565204,-122.0600352
North_America,us,34833071,Kennesaw State University Marietta Campus,33.93810769,-84.51950994,33.9421727,33.9338469,-84.513725,-84.5280825
North_America,us,34845329,Emory University Briarcliff Campus,33.78920011,-84.34198915,33.7904472,33.7876039,-84.3388935,-84.3462296
North_America,us,34846140,Kennesaw State University,34.03769856,-84.58290163,34.0473709,34.0305297,-84.5786057,-84.5872321
North_America,us,34896027,University of California Santa Cruz,36.95637684,-122.049015,36.9566493,36.9560108,-122.0486749,-122.0495068
North_America,us,34896030,University of California Santa Cruz,36.9550719,-122.0503641,36.9553906,36.9547532,-122.0499468,-122.0507813
North_America,us,350104216,University of Massachusetts Dartmouth,41.62750403,-71.00687998,41.6344609,41.6201058,-70.9955396,-71.0194005
North_America,us,350692643,"Wilmington University, Dover",39.20059675,-75.55351237,39.2031718,39.1985897,-75.5485735,-75.5551188
North_America,us,350692664,Delaware State University,39.19516198,-75.55000748,39.1956964,39.1939455,-75.5489925,-75.5512965
North_America,us,350696082,Delaware State University,39.18525293,-75.54270843,39.1907463,39.1822585,-75.5347168,-75.5488454
North_America,us,350988965,Utah State University Brigham City,41.49094074,-112.012901,41.4924813,41.488906,-112.0091911,-112.0160222
